"row ID","sub","http://purl.org/dc/terms/created+First(obj)","http://purl.org/dc/terms/creator+First(obj)","http://purl.org/dc/terms/title+First(obj)","http://www.openannotation.org/ns/hasBody+First(obj)","http://www.openannotation.org/ns/hasTarget+First(obj)","http://www.w3.org/1999/02/22-rdf-syntax-ns#type+First(obj)"
"Row10","http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1#19","2013-10-16","Perseus Digital Library","Flavius Josephus, Antiquities of the Jews 1.207","http://pleiades.stoa.org/places/687846#this","http://data.perseus.org/citations/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1:1.207","http://www.openannotation.org/ns/Annotation"
"Row11","http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1#2","2013-10-16","Perseus Digital Library","Flavius Josephus, Antiquities of the Jews 1.122","http://pleiades.stoa.org/places/629035#this","http://data.perseus.org/citations/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1:1.122","http://www.openannotation.org/ns/Annotation"
"Row12","http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1#20","2013-10-16","Perseus Digital Library","Flavius Josephus, Antiquities of the Jews 2.170","http://pleiades.stoa.org/places/687846#this","http://data.perseus.org/citations/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1:2.170","http://www.openannotation.org/ns/Annotation"
"Row13","http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1#21","2013-10-16","Perseus Digital Library","Flavius Josephus, Antiquities of the Jews 1.93","http://pleiades.stoa.org/places/442500#this","http://data.perseus.org/citations/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1:1.93","http://www.openannotation.org/ns/Annotation"
"Row14","http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1#22","2013-10-16","Perseus Digital Library","Flavius Josephus, Antiquities of the Jews 1.93","http://pleiades.stoa.org/places/442848#this","http://data.perseus.org/citations/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1:1.93","http://www.openannotation.org/ns/Annotation"
"Row15","http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1#23","2013-10-16","Perseus Digital Library","Flavius Josephus, Antiquities of the Jews 1.93","http://pleiades.stoa.org/places/877314#this","http://data.perseus.org/citations/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1:1.93","http://www.openannotation.org/ns/Annotation"
"Row16","http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1#24","2013-10-16","Perseus Digital Library","Flavius Josephus, Antiquities of the Jews 1.93","http://pleiades.stoa.org/places/638790#this","http://data.perseus.org/citations/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1:1.93","http://www.openannotation.org/ns/Annotation"
"Row17","http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1#25","2013-10-16","Perseus Digital Library","Flavius Josephus, Antiquities of the Jews 2.176","http://pleiades.stoa.org/places/442500#this","http://data.perseus.org/citations/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1:2.176","http://www.openannotation.org/ns/Annotation"
"Row18","http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1#26","2013-10-16","Perseus Digital Library","Flavius Josephus, Antiquities of the Jews 2.176","http://pleiades.stoa.org/places/442848#this","http://data.perseus.org/citations/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1:2.176","http://www.openannotation.org/ns/Annotation"
"Row19","http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1#27","2013-10-16","Perseus Digital Library","Flavius Josephus, Antiquities of the Jews 2.176","http://pleiades.stoa.org/places/877314#this","http://data.perseus.org/citations/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1:2.176","http://www.openannotation.org/ns/Annotation"
"Row20","http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1#28","2013-10-16","Perseus Digital Library","Flavius Josephus, Antiquities of the Jews 2.176","http://pleiades.stoa.org/places/638790#this","http://data.perseus.org/citations/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1:2.176","http://www.openannotation.org/ns/Annotation"
"Row21","http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1#29","2013-10-16","Perseus Digital Library","Flavius Josephus, Antiquities of the Jews 2.320","http://pleiades.stoa.org/places/727101#this","http://data.perseus.org/citations/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1:2.320","http://www.openannotation.org/ns/Annotation"
"Row22","http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1#3","2013-10-16","Perseus Digital Library","Flavius Josephus, Antiquities of the Jews 1.34","http://pleiades.stoa.org/places/416817#this","http://data.perseus.org/citations/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1:1.34","http://www.openannotation.org/ns/Annotation"
"Row23","http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1#30","2013-10-16","Perseus Digital Library","Flavius Josephus, Antiquities of the Jews 1.37","http://pleiades.stoa.org/places/727172#this","http://data.perseus.org/citations/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1:1.37","http://www.openannotation.org/ns/Annotation"
"Row24","http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1#31","2013-10-16","Perseus Digital Library","Flavius Josephus, Antiquities of the Jews 1.37","http://pleiades.stoa.org/places/727172#this","http://data.perseus.org/citations/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1:1.37","http://www.openannotation.org/ns/Annotation"
"Row25","http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1#32","2013-10-16","Perseus Digital Library","Flavius Josephus, Antiquities of the Jews 1.37","http://pleiades.stoa.org/places/727172#this","http://data.perseus.org/citations/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1:1.37","http://www.openannotation.org/ns/Annotation"
"Row26","http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1#33","2013-10-16","Perseus Digital Library","Flavius Josephus, Antiquities of the Jews 1.37","http://pleiades.stoa.org/places/727172#this","http://data.perseus.org/citations/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1:1.37","http://www.openannotation.org/ns/Annotation"
"Row27","http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1#34","2013-10-16","Perseus Digital Library","Flavius Josephus, Antiquities of the Jews 2.243","http://pleiades.stoa.org/places/727172#this","http://data.perseus.org/citations/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1:2.243","http://www.openannotation.org/ns/Annotation"
"Row28","http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1#35","2013-10-16","Perseus Digital Library","Flavius Josephus, Antiquities of the Jews 1.122","http://pleiades.stoa.org/places/707498#this","http://data.perseus.org/citations/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1:1.122","http://www.openannotation.org/ns/Annotation"
"Row29","http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1#36","2013-10-16","Perseus Digital Library","Flavius Josephus, Antiquities of the Jews 1.122","http://pleiades.stoa.org/places/707498#this","http://data.perseus.org/citations/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1:1.122","http://www.openannotation.org/ns/Annotation"
"Row30","http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1#37","2013-10-16","Perseus Digital Library","Flavius Josephus, Antiquities of the Jews 1.122","http://pleiades.stoa.org/places/543732#this","http://data.perseus.org/citations/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1:1.122","http://www.openannotation.org/ns/Annotation"
"Row31","http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1#38","2013-10-16","Perseus Digital Library","Flavius Josephus, Antiquities of the Jews 1.130","http://pleiades.stoa.org/places/531110#this","http://data.perseus.org/citations/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1:1.130","http://www.openannotation.org/ns/Annotation"
"Row32","http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1#39","2013-10-16","Perseus Digital Library","Flavius Josephus, Antiquities of the Jews 1.171","http://pleiades.stoa.org/places/531110#this","http://data.perseus.org/citations/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1:1.171","http://www.openannotation.org/ns/Annotation"
"Row33","http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1#4","2013-10-16","Perseus Digital Library","Flavius Josephus, Antiquities of the Jews 1.143","http://pleiades.stoa.org/places/275696#this","http://data.perseus.org/citations/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1:1.143","http://www.openannotation.org/ns/Annotation"
"Row34","http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1#40","2013-10-16","Perseus Digital Library","Flavius Josephus, Antiquities of the Jews 1.122","http://pleiades.stoa.org/places/256177#this","http://data.perseus.org/citations/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1:1.122","http://www.openannotation.org/ns/Annotation"
"Row35","http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1#41","2013-10-16","Perseus Digital Library","Flavius Josephus, Antiquities of the Jews 2.243","http://pleiades.stoa.org/places/805630#this","http://data.perseus.org/citations/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1:2.243","http://www.openannotation.org/ns/Annotation"
"Row36","http://data.perseus.org/annotations/occur/places:pleiades/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1#42","2013-10-16","Perseus Digital Library","Flavius Josephus, Antiquities of the Jews 1.169","http://pleiades.stoa.org/places/315233#this","http://data.perseus.org/citations/urn:cts:greekLit:tlg0526.tlg001.perseus-eng1:1.169","http://www.openannotation.org/ns/Annotation"
