"id","volume","pubid","name","floruit","sex","notbefore","notafter","status","placecode","region","settlement","district","lat","long"
"V2-41324","2","15","Λεόντιος","vi AD","1","500","600","Jew","LGPN_20010","Attica","Athens","","37.9667","23.7167"
"V2-47118","2","1","Μωσῆς","v-vi AD","1","500","600","Jew","LGPN_20010","Attica","Athens","","37.9667","23.7167"
"V2-56441","2","18","Σίμων","ii BC","1","-200","-100","Jew","LGPN_20010","Attica","Athens","","37.9667","23.7167"
"V3a-5901","3a","1","Ἐλπιδῦς","iii AD","1","200","300","Jew","LGPN_33086","Arkadia","Mantineia-Antigoneia","","37.5833","22.25"
"V3a-10912","3a","1","Μάρθα","ii-iii AD","2","200","300","Jew","LGPN_33961","Lakonia","","","37.0281","22.6254"
"V3a-10921","3a","1","Μαρώνιος","imp.","1","-31","310","Jew","LGPN_33961","Lakonia","","","37.0281","22.6254"
"V3a-11529","3a","1","Παντώ","imp.","2","-31","310","Jew","LGPN_33961","Lakonia","","","37.0281","22.6254"
"V3a-15035","3a","1","Ἰωσῆς","iii AD","1","200","300","Jew","LGPN_33957","Argolis","Argos","","37.6667","22.8333"
"V3a-15056","3a","1","Ἀράβαννα","byz.","2","311","999","Jew","LGPN_33957","Argolis","Argos","","37.6667","22.8333"
"V3a-15057","3a","1","Σολομῶν","byz.","1","311","999","Jew","LGPN_33957","Argolis","Argos","","37.6667","22.8333"
"V3a-17323","3a","1","῎Ασπαρ","iv AD","1","300","400","Jew","LGPN_33957","Argolis","Argos","","37.6667","22.8333"
"V3a-20387","3a","2","Ἰωσῆς","246AD","1","246","246","Jew","LGPN_33487","Messenia","Korone","","37.25","21.8333"
"V3a-20388","3a","3","Ἰωσῆς","246AD","1","246","246","Jew","LGPN_33487","Messenia","Korone","","37.25","21.8333"
"V3a-20719","3a","1","Ἰωναθᾶς","iii AD","1","200","300","Jew","LGPN_33488","Messenia","Kyparissia","","37.25","21.8333"
"V3a-22427","3a","8","Θεόδωρος","byz.","1","311","999","Jew","LGPN_33801","Aigina","","","37.7317","23.4911"
"V3a-22428","3a","9","Θεόδωρος","byz.","1","311","999","Jew","LGPN_33801","Aigina","","","37.7317","23.4911"
"V3a-23157","3a","1","῎Αννα","byz.","2","311","999","Jew","LGPN_33437","Korinthia","Korinth","","37.9059","22.879"
"V3a-23838","3a","1","Κρίσπος","m.i AD","1","25","75","Jew","LGPN_33437","Korinthia","Korinth","","37.9059","22.879"
"V3a-23913","3a","1","Μαλχίων","imp.","1","-31","310","Jew","LGPN_33437","Korinthia","Korinth","","37.9059","22.879"
"V3a-24274","3a","13","Σωσθένης","m.i AD","1","25","75","Jew","LGPN_33437","Korinthia","Korinth","","37.9059","22.879"
"V3a-27058","3a","1","Μυρίνα","imp.","2","-31","310","Jew","LGPN_35340","S. Italy (Campania)","S. Clemente (mod.)","","41.3419","13.9586"
"V3a-27059","3a","1","Πεδώνιος","imp.","1","-31","310","Jew","LGPN_35340","S. Italy (Campania)","S. Clemente (mod.)","","41.3419","13.9586"
"V3a-28876","3a","1","Μάρις","iv-v AD","1","400","500","Jew","LGPN_34338","S. Italy (Campania)","Nola","","40.9259","14.5285"
"V3a-28877","3a","5","Βερενίκη","v AD","2","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28878","3a","5","Ἰωσῆς","v AD","1","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28879","3a","2","Λογγῖνος","v AD","1","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28880","3a","1","Κάστα","v AD","2","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28881","3a","1","Ἐσθήρ","v AD","2","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28882","3a","3","Συριανός","v AD","1","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28883","3a","1","Ἰακώβ","v AD","1","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28884","3a","1","Σεβῆρα","v AD","2","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28885","3a","12","Ἀνίκητος","v AD","1","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28886","3a","13","Ἀνίκητος","v AD","1","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28887","3a","1","Ἀναστάσις","v AD","1","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28888","3a","17","Κάλλιστος","v AD","1","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28889","3a","6","Βερενίκη","v AD","2","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28890","3a","6","Ἰωσῆς","v AD","1","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28891","3a","2","Φαυστῖνος","v AD","1","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28892","3a","3","Λογγῖνος","v AD","1","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28893","3a","1","Μαννίνα","v AD","2","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28894","3a","3","Φαυστῖνος","v AD","1","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28896","3a","2","Φαυστῖνα","v AD","2","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28897","3a","1","Πρετιῶσα","v AD","2","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28898","3a","4","Φαυστῖνος","v AD","1","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28899","3a","1","Ἰοῦστα","v AD","2","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28901","3a","2","Ἰωσήφ","v AD","1","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28902","3a","1","Ἰωσήφ","v AD","1","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28903","3a","3","Φαυστῖνα","v AD","2","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28904","3a","3","῎Ανα","v AD","2","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28905","3a","4","Ἰσᾶς","v AD","1","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28907","3a","1","Αἰλιανός","v AD","1","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28908","3a","1","῎Ασελλα","v AD","2","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28909","3a","6","Φαυστῖνος","v AD","1","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28910","3a","7","Φαυστῖνος","v AD","1","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28911","3a","3","Ἰωσήφ","v AD","1","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28912","3a","4","Ἰωσῆς","iv-v AD","1","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28913","3a","1","Νουμέριος","iv-v AD","1","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28914","3a","1","Ῥωμύλος","iv-v AD","1","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28915","3a","1","῾Εσπερᾶτος","v AD","1","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28916","3a","2","Ἰανουάριος","v AD","1","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28917","3a","7","Λεόντιος","v AD","1","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28918","3a","1","Βινκόμαλος","iv-v AD","1","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28919","3a","2","Βίτος","iv-v AD","1","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28920","3a","2","Σάρα","iv-v AD","2","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28921","3a","1","Φαυστῖνος","iv-v AD","1","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28922","3a","2","Μάρκελλος","iv-v AD","1","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28923","3a","1","Αὐξάνιος","iv-v AD","1","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28924","3a","1","Φαυστῖνα","iv-v AD","2","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-28925","3a","1","Ἀζαρία","byz.","1","311","999","Jew","LGPN_33938","S. Italy (Calabria)","Taras-Tarentum","","40.4694","17.24"
"V3a-28926","3a","1","Δαυδᾶτος","byz.","1","311","999","Jew","LGPN_33938","S. Italy (Calabria)","Taras-Tarentum","","40.4694","17.24"
"V3a-28927","3a","1","Σόσαννα","byz.","2","311","999","Jew","LGPN_33938","S. Italy (Calabria)","Taras-Tarentum","","40.4694","17.24"
"V3a-28928","3a","9","Ἠλίας","byz.","1","311","999","Jew","LGPN_33938","S. Italy (Calabria)","Taras-Tarentum","","40.4694","17.24"
"V3a-28929","3a","2","Ἰακώβ","byz.","1","311","999","Jew","LGPN_33938","S. Italy (Calabria)","Taras-Tarentum","","40.4694","17.24"
"V3a-28930","3a","1","Γλύκα","iii-iv AD","2","300","400","Jew","LGPN_35344","S. Italy (Calabria)","Hydrous-Hydruntum","","40.148","18.4858"
"V3a-28931","3a","6","Σαβῖνος","iii-iv AD","1","300","400","Jew","LGPN_35344","S. Italy (Calabria)","Hydrous-Hydruntum","","40.148","18.4858"
"V3a-31605","3a","75","Ἀνδρόνικος","v AD","1","400","500","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-31606","3a","4","Ἀλεξάνδρα","v-vi AD","2","500","600","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-32115","3a","176","Φίλιππος","i-ii AD","1","100","200","Jew","LGPN_34396","S. Italy (Campania)","Dikaiarchia-Puteoli","","40.821","14.12"
"V3a-33731","3a","1","Σαββάτιος","s.iii AD","1","250","299","Jew","LGPN_34368","S. Italy (Lucania)","Cosilinum","","40.3406","15.658"
"V3a-34087","3a","16","Εἰρήνη","v AD","2","400","500","Jew","LGPN_33935","S. Italy (Campania)","Neapolis","","40.8508","14.2572"
"V3a-34088","3a","1","Πάσχασος","v AD","1","400","500","Jew","LGPN_33935","S. Italy (Campania)","Neapolis","","40.8508","14.2572"
"V3a-34089","3a","2","Πάσχασος","v AD","1","400","500","Jew","LGPN_33935","S. Italy (Campania)","Neapolis","","40.8508","14.2572"
"V3a-34090","3a","1","Συμονᾶς","521AD","1","521","521","Jew","LGPN_34326","S. Italy (Calabria)","Lupiae","","40.3533","18.174"
"V3a-34634","3a","2","῾Ιλαριανός","v-vi AD","1","500","600","Jew","LGPN_34388","S. Italy (Apulia)","Canusium","","41.2225","16.066"
"V3a-34929","3a","2","Ἀνατόλιος","vii-8 AD","1","700","800","Jew","LGPN_33938","S. Italy (Calabria)","Taras-Tarentum","","40.4694","17.24"
"V3a-34930","3a","13","Σιλανός","imp.","1","-31","310","Jew","LGPN_33938","S. Italy (Calabria)","Taras-Tarentum","","40.4694","17.24"
"V3a-35309","3a","5","Ἰσᾶς","521AD","1","521","521","Jew","LGPN_34448","S. Italy (Apulia)","Teanum Apulum","","41.7394","15.2613"
"V3a-35417","3a","4","Λεοντία","c.448-503AD","2","448","503","Jew","LGPN_34390","S. Italy (Apulia)","Venusia","","40.9624","15.8158"
"V3a-37822","3a","1","Βαρνᾶς","iii-v AD","1","300","500","Jew","LGPN_35060","Sicily","Priolo (mod.)","","37.1567","15.1881"
"V3a-38327","3a","4","Εἰρήνα","iii AD","2","200","300","Jew","LGPN_33928","Sicily","Syracuse","","37.0665","15.2844"
"V3a-38344","3a","24","Εἰρήνη","383AD","2","383","383","Jew","LGPN_33928","Sicily","Syracuse","","37.0665","15.2844"
"V3a-38536","3a","1","Εὐαγγελίς","iii-v AD","2","300","500","Jew","LGPN_34534","Sicily","Katane","","37.5028","15.0883"
"V3a-38881","3a","2","Ζωσιμιανός","iv-v AD","1","400","500","Jew","LGPN_34534","Sicily","Katane","","37.5028","15.0883"
"V3a-38912","3a","10","Ἠλίας","iii-v AD","1","300","500","Jew","LGPN_33928","Sicily","Syracuse","","37.0665","15.2844"
"V3a-39208","3a","20","Ἰάσων","iv AD","1","300","400","Jew","LGPN_35026","Sicily","Akrillai","","37.0325","14.7023"
"V3a-39287","3a","1","Ἰούδας","iv AD","1","300","400","Jew","LGPN_34516","Sicily","Gela-Phintias","","37.1022","13.9376"
"V3a-39427","3a","7","Καλλιόπη","iii-v AD","2","300","500","Jew","LGPN_34534","Sicily","Katane","","37.5028","15.0883"
"V3a-39727","3a","1","Λεοντία","iii-v AD","2","300","500","Jew","LGPN_34534","Sicily","Katane","","37.5028","15.0883"
"V3a-40879","3a","16","Σίμων","iii-iv AD","1","300","400","Jew","LGPN_33912","Sicily","Akragas","","37.2898","13.5919"
"V3a-52354","3a","15","Ἀφροδισία","ii-iii AD","2","200","300","Jew","LGPN_33357","Epiros","Phoinike","","0","0"
"V3a-63001","3a","1","Εὐλογία","iv-v AD","2","400","500","Jew","LGPN_34952","Sicily","Melita","","35.9375","14.3754"
"V3a-63002","3a","20","Διονυσία","iv-v AD","2","400","500","Jew","LGPN_34952","Sicily","Melita","","35.9375","14.3754"
"V3a-63003","3a","7","Εἰρήνα","iv-v AD","2","400","500","Jew","LGPN_34952","Sicily","Melita","","35.9375","14.3754"
"V3a-63004","3a","6","Βόηθος","iv-v AD","1","400","500","Jew","LGPN_34952","Sicily","Melita","","35.9375","14.3754"
"V3b-6657","3b","93","Ἀλέξανδρος","i AD","1","0","100","Jew","LGPN_33807","Thessaly (Pelasgiotis)","Larisa","","39.6333","22.4167"
"V3b-7101","3b","2","῎Αννα","iii-iv AD","2","300","400","Jew","LGPN_34698","Thessaly (Achaia Phthiotis)","Thebes","","38.19","23.19"
"V3b-7695","3b","4","Ἀρέσκουσα","imp.","2","-31","310","Jew","LGPN_33587","Thessaly (Pelasgiotis)","Pherai","","0","0"
"V3b-8566","3b","1","Ἀστερία","byz.","2","311","999","Jew","LGPN_35620","Thessaly (Achaia Phthiotis)","Thebes (Almyros (mod.))","","0","0"
"V3b-9433","3b","7","Δέκμος","imp.","1","-31","310","Jew","LGPN_33587","Thessaly (Pelasgiotis)","Pherai","","0","0"
"V3b-9655","3b","5","Δημώ","ii-iii AD","2","200","300","Jew","LGPN_33807","Thessaly (Pelasgiotis)","Larisa","","39.6333","22.4167"
"V3b-9866","3b","5","Διομήδης","imp.","1","-31","310","Jew","LGPN_33587","Thessaly (Pelasgiotis)","Pherai","","0","0"
"V3b-10535","3b","1","῎Εσδρας","imp.","1","-31","310","Jew","LGPN_34698","Thessaly (Achaia Phthiotis)","Thebes","","38.19","23.19"
"V3b-10894","3b","1","Εὐκρατέα","iii AD","2","200","300","Jew","LGPN_33807","Thessaly (Pelasgiotis)","Larisa","","39.6333","22.4167"
"V3b-10907","3b","62","Εὐκράτης","iii AD","1","200","300","Jew","LGPN_33807","Thessaly (Pelasgiotis)","Larisa","","39.6333","22.4167"
"V3b-11387","3b","71","Ζώσιμος","imp.","1","-31","310","Jew","LGPN_33807","Thessaly (Pelasgiotis)","Larisa","","39.6333","22.4167"
"V3b-11695","3b","36","Θεόδοτος","byz.","1","311","999","Jew","LGPN_34698","Thessaly (Achaia Phthiotis)","Thebes","","38.19","23.19"
"V3b-11823","3b","3","Θεοφίλα","imp.","2","-31","310","Jew","LGPN_33807","Thessaly (Pelasgiotis)","Larisa","","39.6333","22.4167"
"V3b-12137","3b","2","Ἰούδας","imp.","1","-31","310","Jew","LGPN_33807","Thessaly (Pelasgiotis)","Larisa","","39.6333","22.4167"
"V3b-12138","3b","3","Ἰούδας","iii-iv AD","1","300","400","Jew","LGPN_33807","Thessaly (Pelasgiotis)","Larisa","","39.6333","22.4167"
"V3b-12139","3b","1","Ἰούδας","byz.","1","311","999","Jew","LGPN_35620","Thessaly (Achaia Phthiotis)","Thebes (Almyros (mod.))","","0","0"
"V3b-12298","3b","1","῾Ιππονικίς","iii-v AD","2","300","500","Jew","LGPN_33807","Thessaly (Pelasgiotis)","Larisa","","39.6333","22.4167"
"V3b-12411","3b","1","Ἰωνάθης","imp.","1","-31","310","Jew","LGPN_34698","Thessaly (Achaia Phthiotis)","Thebes","","38.19","23.19"
"V3b-12970","3b","11","Κόϊντος","imp.","1","-31","310","Jew","LGPN_33807","Thessaly (Pelasgiotis)","Larisa","","39.6333","22.4167"
"V3b-13413","3b","1","Λεοντία","byz.","2","311","999","Jew","LGPN_34698","Thessaly (Achaia Phthiotis)","Thebes","","38.19","23.19"
"V3b-13421","3b","5","Λεοντίσκος","iii-iv AD","1","300","400","Jew","LGPN_33807","Thessaly (Pelasgiotis)","Larisa","","39.6333","22.4167"
"V3b-13482","3b","12","Λεύκιος","imp.","1","-31","310","Jew","LGPN_33807","Thessaly (Pelasgiotis)","Larisa","","39.6333","22.4167"
"V3b-13483","3b","14","Λεύκιος","iii-v AD","1","300","500","Jew","LGPN_33807","Thessaly (Pelasgiotis)","Larisa","","39.6333","22.4167"
"V3b-13922","3b","5","Μάξιμος","iii AD","1","200","300","Jew","LGPN_33807","Thessaly (Pelasgiotis)","Larisa","","39.6333","22.4167"
"V3b-13923","3b","6","Μάξιμος","iii AD","1","200","300","Jew","LGPN_33807","Thessaly (Pelasgiotis)","Larisa","","39.6333","22.4167"
"V3b-13929","3b","5","Μαρία","iii-iv AD","2","300","400","Jew","LGPN_33807","Thessaly (Pelasgiotis)","Larisa","","39.6333","22.4167"
"V3b-14138","3b","68","Μένανδρος","imp.","1","-31","310","Jew","LGPN_33807","Thessaly (Pelasgiotis)","Larisa","","39.6333","22.4167"
"V3b-14139","3b","69","Μένανδρος","imp.","1","-31","310","Jew","LGPN_33807","Thessaly (Pelasgiotis)","Larisa","","39.6333","22.4167"
"V3b-14140","3b","80","Μένανδρος","imp.","1","-31","310","Jew","LGPN_33807","Thessaly (Pelasgiotis)","Larisa","","39.6333","22.4167"
"V3b-14144","3b","70","Μένανδρος","ii-iii AD","1","200","300","Jew","LGPN_33807","Thessaly (Pelasgiotis)","Larisa","","39.6333","22.4167"
"V3b-15141","3b","54","Νικόλαος","imp.","1","-31","310","Jew","LGPN_33807","Thessaly (Pelasgiotis)","Larisa","","39.6333","22.4167"
"V3b-16139","3b","1","Περιστερία","iii-iv AD","2","300","400","Jew","LGPN_34698","Thessaly (Achaia Phthiotis)","Thebes","","38.19","23.19"
"V3b-17012","3b","1","Σαούλ","iii-iv AD","1","300","400","Jew","LGPN_34698","Thessaly (Achaia Phthiotis)","Thebes","","38.19","23.19"
"V3b-17054","3b","4","Σεκοῦνδος","ii AD","1","100","200","Jew","LGPN_33807","Thessaly (Pelasgiotis)","Larisa","","39.6333","22.4167"
"V3b-17055","3b","3","Σεκοῦνδος","ii AD","1","100","200","Jew","LGPN_33807","Thessaly (Pelasgiotis)","Larisa","","39.6333","22.4167"
"V3b-17060","3b","26","Σέλευκος","imp.","1","-31","310","Jew","LGPN_33807","Thessaly (Pelasgiotis)","Larisa","","39.6333","22.4167"
"V3b-17061","3b","27","Σέλευκος","imp.","1","-31","310","Jew","LGPN_33807","Thessaly (Pelasgiotis)","Larisa","","39.6333","22.4167"
"V3b-18090","3b","1","Τιτιανός","ii-iii AD","1","200","300","Jew","LGPN_33807","Thessaly (Pelasgiotis)","Larisa","","39.6333","22.4167"
"V3b-18432","3b","1","Φιλιππᾶς","imp.","1","-31","310","Jew","LGPN_33807","Thessaly (Pelasgiotis)","Larisa","","39.6333","22.4167"
"V3b-48003","3b","20","῾Ερμογένης","iii/iv AD","1","375","425","Jew","LGPN_33807","Thessaly (Pelasgiotis)","Larisa","","39.6333","22.4167"
"V4-6428","4","2","Εὐγένις","iv-v AD","1","400","500","Jew","LGPN_41412","Thrace","Perinthos-Herakleia","","42.857","25.98"
"V4-8158","4","1","Ἰσαάκ","iv-vi AD","1","400","600","Jew","LGPN_41424","Thrace","Bisanthe-Panion","","41.3333","26.75"
"V4-8159","4","2","Ἰσαάκ","iii/iv AD","1","375","425","Jew","LGPN_41722","Thrace","Philippopolis-Trimontium","","41.3333","26.75"
"V4-8243","4","1","Ἰωσήφ","f.iii AD","1","201","250","Jew","LGPN_41722","Thrace","Philippopolis-Trimontium","","41.3333","26.75"
"V4-8244","4","2","Ἰωσήφ","v AD","1","400","500","Jew","LGPN_41426","Thrace","Salymbria","","41.3333","26.75"
"V4-8779","4","4","Κοσμιανός","f.iii AD","1","201","250","Jew","LGPN_41722","Thrace","Philippopolis-Trimontium","","41.3333","26.75"
"V4-11141","4","1","Ὀξυχόλιος","iii-iv AD","1","300","400","Jew","LGPN_40624","Macedonia (Edonis)","Philippoi","","41.027","24.345"
"V4-12102","4","1","Ῥεβέκα","iv-v AD","2","400","500","Jew","LGPN_41440","Thrace","Bizye","","41.3333","26.75"
"V4-15530","4","1","῎Ανος","51AD","1","51","51","Jew","LGPN_41020","Cimmerian Bosporos","Phanagoreia","","0","0"
"V4-17466","4","3","Δροῦσος","81AD","1","81","81","Jew","LGPN_41018","Cimmerian Bosporos","Pantikapaion","","0","0"
"V4-17523","4","3","῾Ελικωνιάς","81AD","2","81","81","Jew","LGPN_41018","Cimmerian Bosporos","Pantikapaion","","0","0"
"V4-18284","4","20","῾Ηρακλείδης","81AD","1","81","81","Jew","LGPN_41018","Cimmerian Bosporos","Pantikapaion","","0","0"
"V4-19831","4","2","Μέμνων","iv-v AD","1","400","500","Jew","LGPN_41102","Cimmerian Bosporos","Taman peninsula","","0","0"
"V4-21537","4","1","Σαμουήλ","iv AD","1","300","400","Jew","LGPN_41018","Cimmerian Bosporos","Pantikapaion","","0","0"
"V4-21623","4","1","Σεβῆρος","iv AD","1","300","400","Jew","LGPN_41018","Cimmerian Bosporos","Pantikapaion","","0","0"
"V4-21742","4","3","Σόγος","51AD","1","51","51","Jew","LGPN_41020","Cimmerian Bosporos","Phanagoreia","","0","0"
"V4-22829","4","13","Χρήστη","81AD","2","81","81","Jew","LGPN_41018","Cimmerian Bosporos","Pantikapaion","","0","0"
"V4-22985","4","18","Ψυχαρίων","51AD","1","51","51","Jew","LGPN_41020","Cimmerian Bosporos","Phanagoreia","","0","0"
"V4-24004","4","1","Ἀβράμιος","v-vi AD","1","500","600","Jew","LGPN_40552","Macedonia (Mygdonia)","Thessalonike","","40.633","22.958"
"V4-25013","4","2","῎Αννα","s.iii AD","2","250","299","Jew","LGPN_40552","Macedonia (Mygdonia)","Thessalonike","","40.633","22.958"
"V4-25014","4","3","῎Αννα","491-518AD","2","491","518","Jew","LGPN_40552","Macedonia (Mygdonia)","Thessalonike","","40.633","22.958"
"V4-26096","4","1","Ἀσυγκρίτιον","f.iii AD","2","201","250","Jew","LGPN_40552","Macedonia (Mygdonia)","Thessalonike","","40.633","22.958"
"V4-26325","4","1","Βενιαμῆς","iv-vi AD","1","400","600","Jew","LGPN_40552","Macedonia (Mygdonia)","Thessalonike","","40.633","22.958"
"V4-26669","4","1","Γοργόνις","iv AD","1","300","400","Jew","LGPN_40210","Macedonia (Bottiaia)","Beroia","","40.523","22.203"
"V4-27571","4","2","Δομέτιος","iv-vi AD","1","400","600","Jew","LGPN_40552","Macedonia (Mygdonia)","Thessalonike","","40.633","22.958"
"V4-28435","4","2","Εὐτύχιος","s.iii AD","1","250","299","Jew","LGPN_40552","Macedonia (Mygdonia)","Thessalonike","","40.633","22.958"
"V4-29175","4","3","Θεοδόσιος","iv AD","1","300","400","Jew","LGPN_40210","Macedonia (Bottiaia)","Beroia","","40.523","22.203"
"V4-29189","4","15","Θεοδότη","v-vi AD","2","500","600","Jew","LGPN_40552","Macedonia (Mygdonia)","Thessalonike","","40.633","22.958"
"V4-29262","4","58","Θεόδωρος","s.iii AD","1","250","299","Jew","LGPN_40552","Macedonia (Mygdonia)","Thessalonike","","40.633","22.958"
"V4-29402","4","1","Ἰακώβ","s.iii AD","1","250","299","Jew","LGPN_40552","Macedonia (Mygdonia)","Thessalonike","","40.633","22.958"
"V4-29545","4","1","Ἰουστῖνος","iv AD","1","300","400","Jew","LGPN_40210","Macedonia (Bottiaia)","Beroia","","40.523","22.203"
"V4-30523","4","4","Λεόντιος","iv-v AD","1","400","500","Jew","LGPN_40210","Macedonia (Bottiaia)","Beroia","","40.523","22.203"
"V4-31035","4","2","Μαρία","iv-v AD","2","400","500","Jew","LGPN_40210","Macedonia (Bottiaia)","Beroia","","40.523","22.203"
"V4-33560","4","11","Πύρρος","m.i AD","1","25","75","Jew","LGPN_40210","Macedonia (Bottiaia)","Beroia","","40.523","22.203"
"V4-33850","4","10","Σίμων","s.iii AD","1","250","299","Jew","LGPN_40552","Macedonia (Mygdonia)","Thessalonike","","40.633","22.958"
"V4-34136","4","5","Σώπατρος","m.i AD","1","25","75","Jew","LGPN_40210","Macedonia (Bottiaia)","Beroia","","40.523","22.203"
"V4-34337","4","2","Τερτία","iv-v AD","2","400","500","Jew","LGPN_40210","Macedonia (Bottiaia)","Beroia","","40.523","22.203"
"V4-36007","4","6","Ποσειδωνία","iii AD","2","200","300","Jew","LGPN_42044","Macedonia (Paionia)","Stoboi","","0","0"
"V4-36019","4","4","Εὐστάθιος","vi AD","1","500","600","Jew","LGPN_42044","Macedonia (Paionia)","Stoboi","","0","0"
"V4-36335","4","12","Κρατεύας","ii AD","1","100","200","Jew","LGPN_42092","Macedonia (Pelagonia)","","","0","0"
"V4-36339","4","2","Παρμενίδης","ii AD","1","100","200","Jew","LGPN_42092","Macedonia (Pelagonia)","","","0","0"
"V4-36340","4","5","῎Αννα","ii AD","2","100","200","Jew","LGPN_42092","Macedonia (Pelagonia)","","","0","0"
"V4-37434","4","9","Πολύχαρμος","281AD","1","281","281","Jew","LGPN_42044","Macedonia (Paionia)","Stoboi","","0","0"
"V4-37435","4","8","Πολύχαρμος","ii-iii AD","1","200","300","Jew","LGPN_42044","Macedonia (Paionia)","Stoboi","","0","0"
"V4-37436","4","1","Ἀχύριος","281AD","1","281","281","Jew","LGPN_42044","Macedonia (Paionia)","Stoboi","","0","0"
"V5a-1086","5a","21","Ἀκύλας","f.ii AD","1","101","150","Jew","LGPN_50494","Pontos","Sinope","","0","0"
