"id","volume","pubid","name","floruit","sex","notbefore","notafter","status","placecode","region","settlement","district","lat","long"
"V5a-1896","5a","1","Εὐθύμιος","byz.","1","311","999","Jew","LGPN_51526","Pontos","Trapezous","","0","0"
"V5a-5263","5a","1","Γερόντιος","byz.","1","311","999","Jew","LGPN_50488","Bithynia","Kalchedon","","0","0"
"V5a-5840","5a","1","Ἐθελάσιος","a.212AD","1","212","262","Jew","LGPN_41710","Thrace","Nicopolis ad Istrum","","41.3333","26.75"
"V5a-6419","5a","1","Θαμάρ","a.212AD","2","212","262","Jew","LGPN_41710","Thrace","Nicopolis ad Istrum","","41.3333","26.75"
"V5a-6575","5a","1","Ἰάκωβος","byz.","1","311","999","Jew","LGPN_50488","Bithynia","Kalchedon","","0","0"
"V5a-6710","5a","1","Ἰουλιάς","a.212AD","2","212","262","Jew","LGPN_41710","Thrace","Nicopolis ad Istrum","","41.3333","26.75"
"V5a-6873","5a","1","Καπίτυλλα","iii AD","2","200","300","Jew","LGPN_41710","Thrace","Nicopolis ad Istrum","","41.3333","26.75"
"V5a-7074","5a","1","Κυρίων","a.212AD","1","212","262","Jew","LGPN_41710","Thrace","Nicopolis ad Istrum","","41.3333","26.75"
"V5a-7113","5a","1","Λεόντιος","byz.","1","311","999","Jew","LGPN_50488","Bithynia","Kalchedon","","0","0"
"V5a-7272","5a","1","Μακεδόνιος","a.212AD","1","212","262","Jew","LGPN_41710","Thrace","Nicopolis ad Istrum","","41.3333","26.75"
"V5a-8659","5a","1","Σαμβάτις","byz.","1","311","999","Jew","LGPN_50488","Bithynia","Kalchedon","","0","0"
"V5a-10973","5a","307","Ἀπολλόδωρος","133BC","1","-133","-133","Jew","LGPN_50920","Troas","Gargara","","0","0"
"V5a-15153","5a","102","Ζώπυρος","iii AD","1","200","300","Jew","LGPN_50440","Mysia","Pergamon","","35.4042","33.7833"
"V5a-18876","5a","5","Νόννος","m.v AD","1","425","475","Jew","LGPN_50110","Mysia","Kyzikos","","0","0"
"V5a-19450","5a","2","Πλουσία","133BC","2","-133","-133","Jew","LGPN_50920","Troas","Gargara","","0","0"
"V5a-19940","5a","1","Ῥάβλα","v-vi AD","2","500","600","Jew","LGPN_50110","Mysia","Kyzikos","","0","0"
"V5a-20153","5a","1","Σήας","v-vi AD","1","500","600","Jew","LGPN_50110","Mysia","Kyzikos","","0","0"
"V5a-22007","5a","144","Ἀλέξανδρος","m.i AD","1","25","75","Jew","LGPN_50130","Ionia","Ephesos","","38","22"
"V5a-24245","5a","45","Τρύφων","f.ii AD","1","101","150","Jew","LGPN_50130","Ionia","Ephesos","","38","22"
"V5a-31452","5a","15","Ἰουλία","ii AD","2","100","200","Jew","LGPN_50130","Ionia","Ephesos","","38","22"
"V5a-31453","5a","1","Μούσσιος","iii AD","1","200","300","Jew","LGPN_50130","Ionia","Ephesos","","38","22"
"V5a-31456","5a","1","Ἐμπέδων","imp.","1","-31","310","Jew","LGPN_50478","Aiolis","Kyme","","0","0"
"V5a-31457","5a","3","Στράτων","imp.","1","-31","310","Jew","LGPN_50478","Aiolis","Kyme","","0","0"
"V5a-31458","5a","1","Τάτιον","imp.","2","-31","310","Jew","LGPN_50478","Aiolis","Kyme","","0","0"
"V5a-31459","5a","1","Εἰρηνοποιός","iv-v AD","1","400","500","Jew","LGPN_50410","Ionia","Smyrna","","0","0"
"V5a-31460","5a","1","Ἰακώβ","iv-v AD","1","400","500","Jew","LGPN_50410","Ionia","Smyrna","","0","0"
"V5a-31461","5a","1","Δωσᾶς","iv-v AD","1","400","500","Jew","LGPN_50410","Ionia","Smyrna","","0","0"
"V5a-31462","5a","15","Ῥουφῖνα","iii-iv AD","2","300","400","Jew","LGPN_50410","Ionia","Smyrna","","0","0"
"V5a-31464","5a","2","῎Αννα","ii-iii AD","2","200","300","Jew","LGPN_50410","Ionia","Smyrna","","0","0"
"V5a-31465","5a","2","Ἰούδας","ii-iii AD","1","200","300","Jew","LGPN_50410","Ionia","Smyrna","","0","0"
"V5a-31466","5a","14","Δημώ","iii AD","2","200","300","Jew","LGPN_50190","Ionia","Teos","","38","22"
"V5a-31467","5a","1","Ἰωσῆς","iii AD","1","200","300","Jew","LGPN_50190","Ionia","Teos","","38","22"
"V5a-38976","5a","1","Θεοδοτίων","m.ii AD","1","125","175","Jew","LGPN_50130","Ionia","Ephesos","","38","22"
"V5a-43104","5a","2","Ἀθανασία","iii-iv AD","2","300","400","Jew","LGPN_50550","Lydia","Philadelpheia","","0","0"
"V5a-43219","5a","1","Ἀκουσίλαος","ii-iii AD","1","200","300","Jew","LGPN_50670","Lydia","Halokome","","0","0"
"V5a-43426","5a","468","Ἀλέξανδρος","iii/iv AD","1","375","425","Jew","LGPN_50472","Lydia","Sardis","","0","0"
"V5a-43896","5a","2","Ἀνατόλιος","iii/iv AD","1","375","425","Jew","LGPN_50472","Lydia","Sardis","","0","0"
"V5a-45993","5a","51","Βασιλείδης","iv-vi AD","1","400","600","Jew","LGPN_50472","Lydia","Sardis","","0","0"
"V5a-46204","5a","1","Γητιωρής","iv AD","2","300","400","Jew","LGPN_50472","Lydia","Sardis","","0","0"
"V5a-46397","5a","9","Γλυκωνίς","s.iii AD","2","250","299","Jew","LGPN_50636","Lydia","Apollonia-Tripolis","","0","0"
"V5a-47313","5a","1","῾Εορτάσιος","s.iii AD","1","250","299","Jew","LGPN_50636","Lydia","Apollonia-Tripolis","","0","0"
"V5a-47757","5a","274","῾Ερμογένης","iv-v AD","1","400","500","Jew","LGPN_50472","Lydia","Sardis","","0","0"
"V5a-47758","5a","275","῾Ερμογένης","a.380AD","1","380","430","Jew","LGPN_50472","Lydia","Sardis","","0","0"
"V5a-47860","5a","4","῾Ερμόφιλος","iii-iv AD","1","300","400","Jew","LGPN_50550","Lydia","Philadelpheia","","0","0"
"V5a-47963","5a","1","Εὐλόγιος","c.380AD","1","380","380","Jew","LGPN_50472","Lydia","Sardis","","0","0"
"V5a-48046","5a","3","Εὐστάθιος","iii-iv AD","1","300","400","Jew","LGPN_50550","Lydia","Philadelpheia","","0","0"
"V5a-48097","5a","26","Εὐτυχία","iv-v AD","2","400","500","Jew","LGPN_50550","Lydia","Philadelpheia","","0","0"
"V5a-48126","5a","29","Εὐτυχιανός","v AD","1","400","500","Jew","LGPN_50472","Lydia","Sardis","","0","0"
"V5a-48194","5a","13","Εὐφρόσυνος","iv/v AD","1","475","525","Jew","LGPN_50472","Lydia","Sardis","","0","0"
"V5a-48195","5a","12","Εὐφρόσυνος","iv/v AD","1","475","525","Jew","LGPN_50472","Lydia","Sardis","","0","0"
"V5a-48196","5a","11","Εὐφρόσυνος","iv/v AD","1","475","525","Jew","LGPN_50472","Lydia","Sardis","","0","0"
"V5a-48265","5a","59","Ζήνων","iv/v AD","1","475","525","Jew","LGPN_50472","Lydia","Sardis","","0","0"
"V5a-48519","5a","3","῾Ησύχιος","iv-v AD","1","400","500","Jew","LGPN_50550","Lydia","Philadelpheia","","0","0"
"V5a-48647","5a","134","Θεόδωρος","iv/v AD","1","475","525","Jew","LGPN_50472","Lydia","Sardis","","0","0"
"V5a-48650","5a","4","Θεόκτιστος","vi/vii AD","1","675","725","Jew","LGPN_50472","Lydia","Sardis","","0","0"
"V5a-48768","5a","1","῾Ιλάσιος","C350AD","1","350","350","Jew","LGPN_50472","Lydia","Sardis","","0","0"
"V5a-48803","5a","3","Ἰούδας","iv-v AD","1","400","500","Jew","LGPN_50550","Lydia","Philadelpheia","","0","0"
"V5a-48877","5a","104","Ἰουλιανός","s.iii AD","1","250","299","Jew","LGPN_50636","Lydia","Apollonia-Tripolis","","0","0"
"V5a-48888","5a","117","Ἰουλιανός","iv/v AD","1","475","525","Jew","LGPN_50548","Lydia","Hypaipa","","0","0"
"V5a-49000","5a","1","῾Ιππάσιος","Sv AD","1","450","499","Jew","LGPN_50472","Lydia","Sardis","","0","0"
"V5a-49001","5a","2","῾Ιππάσιος","Sv AD","1","450","499","Jew","LGPN_50472","Lydia","Sardis","","0","0"
"V5a-49050","5a","37","Ἰωάννης","vi/vii AD","1","675","725","Jew","LGPN_50472","Lydia","Sardis","","0","0"
"V5a-49054","5a","1","Ἰωσήφ","iv AD","1","300","400","Jew","LGPN_50550","Lydia","Philadelpheia","","0","0"
"V5a-49218","5a","1","Κέλαινος","iv/v AD","1","475","525","Jew","LGPN_50472","Lydia","Sardis","","0","0"
"V5a-49555","5a","12","Λεόντιος","v-vi AD","1","500","600","Jew","LGPN_50472","Lydia","Sardis","","0","0"
"V5a-49556","5a","13","Λεόντιος","v-vi AD","1","500","600","Jew","LGPN_50472","Lydia","Sardis","","0","0"
"V5a-49557","5a","11","Λεόντιος","iv-v AD","1","400","500","Jew","LGPN_50472","Lydia","Sardis","","0","0"
"V5a-49926","5a","124","Μᾶρκος","v AD","1","400","500","Jew","LGPN_50472","Lydia","Sardis","","0","0"
"V5a-50113","5a","2","Μεμνόνιος","v AD","1","400","500","Jew","LGPN_50472","Lydia","Sardis","","0","0"
"V5a-50218","5a","249","Μένανδρος","iv AD","1","300","400","Jew","LGPN_50472","Lydia","Sardis","","0","0"
"V5a-51607","5a","11","Ὀλύμπιος","c.380AD","1","380","380","Jew","LGPN_50472","Lydia","Sardis","","0","0"
"V5a-52062","5a","1","Πηγάσιος","iv/v AD","1","475","525","Jew","LGPN_50472","Lydia","Sardis","","0","0"
"V5a-52188","5a","1","Πολύϊππος","c.380AD","1","380","380","Jew","LGPN_50472","Lydia","Sardis","","0","0"
"V5a-52447","5a","2","Ῥηγῖνα","iv/v AD","2","475","525","Jew","LGPN_50472","Lydia","Sardis","","0","0"
"V5a-52524","5a","1","Σαββάτιος","vi/vii AD","1","675","725","Jew","LGPN_50472","Lydia","Sardis","","0","0"
"V5a-52553","5a","1","Σαμοῆς","iv/v AD","1","475","525","Jew","LGPN_50472","Lydia","Sardis","","0","0"
"V5a-52555","5a","1","Σαμουήλ","iv/v AD","1","475","525","Jew","LGPN_50548","Lydia","Hypaipa","","0","0"
"V5a-52556","5a","2","Σαμουήλ","v AD","1","400","500","Jew","LGPN_50472","Lydia","Sardis","","0","0"
"V5a-52664","5a","1","Σεπτίμιος","iv/v AD","1","475","525","Jew","LGPN_50472","Lydia","Sardis","","0","0"
"V5a-52865","5a","11","Στρατονικιανός","m.iv AD","1","325","375","Jew","LGPN_50472","Lydia","Sardis","","0","0"
"V5a-52932","5a","55","Στράτων","imp.","1","-31","310","Jew","LGPN_50654","Lydia","Magnesia ad Sipylum","","0","0"
"V5a-52964","5a","1","Συμεόνιος","iv AD","1","300","400","Jew","LGPN_50472","Lydia","Sardis","","0","0"
"V5a-52977","5a","25","Σύμφορος","m.iv AD","1","325","375","Jew","LGPN_50472","Lydia","Sardis","","0","0"
"V5a-53053","5a","82","Σωκράτης","v-vi AD","1","500","600","Jew","LGPN_50472","Lydia","Sardis","","0","0"
"V5a-53795","5a","27","Τύραννος","imp.","1","-31","310","Jew","LGPN_50654","Lydia","Magnesia ad Sipylum","","0","0"
"V5b-1456","5b","8","Αἰλιανός","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-1457","5b","7","Αἰλιανός","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-1458","5b","9","Αἰλιανός","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-1639","5b","1","Ἀμάντιος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-1646","5b","1","Ἀμάχιος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-1693","5b","7","Αμμιανός","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-1733","5b","1","Ἀμφιανός","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-2010","5b","1","Ἀντιπαῖος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-2095","5b","1","Ἀνύσιος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-2162","5b","1","Ἀπελλίων","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-2338","5b","85","Ἀπολλωνίδης","i BC-i AD","1","-100","100","Jew","LGPN_50660","Caria","Mastaura","","0","0"
"V5b-3814","5b","1","Αὐτάρκιος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-3856","5b","6","Ἀχιλλεύς","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-3859","5b","1","Ἀχόλιος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-3934","5b","1","Βενιαμίν","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-3952","5b","1","Βιωτικός","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-4061","5b","1","Γέμελλος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-4170","5b","1","Γοργόνιος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-4239","5b","3","Δαμόνικος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-4678","5b","74","Διογένης","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-5514","5b","4","Δωσίθεος","i BC-i AD","1","-100","100","Jew","LGPN_50660","Caria","Mastaura","","0","0"
"V5b-5722","5b","2","῾Εορτάσιος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-5723","5b","3","῾Εορτάσιος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-5724","5b","4","῾Εορτάσιος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-5725","5b","5","῾Εορτάσιος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-5977","5b","15","῾Ερμῆς","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-6370","5b","1","Εὐγένιος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-6371","5b","2","Εὐγένιος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-6512","5b","1","Εὔοδος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-6570","5b","1","Εὐσαββάθιος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-6571","5b","2","Εὐσαββάθιος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-6572","5b","3","Εὐσαββάθιος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-6573","5b","4","Εὐσαββάθιος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-6575","5b","6","Εὐσαββάθιος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-6585","5b","6","Εὐσέβιος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-6586","5b","7","Εὐσέβιος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-6626","5b","1","Εὐτύχιος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-6627","5b","2","Εὐτύχιος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-6693","5b","1","Ζαχαρίας","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-6873","5b","124","Ζήνων","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-6874","5b","125","Ζήνων","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-6875","5b","126","Ζήνων","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-7008","5b","10","Ζώσιμος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-7044","5b","12","Ζωτικός","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-7346","5b","14","Θεογένης","i BC-i AD","1","-100","100","Jew","LGPN_50660","Caria","Mastaura","","0","0"
"V5b-7365","5b","7","Θεόδοτος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-7419","5b","13","Θεόδωρος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-7522","5b","3","Θεόφιλος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-7655","5b","1","Ἰαήλ","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-7656","5b","1","Ἰακω","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-7657","5b","1","Ἰακώβ","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-7658","5b","2","Ἰακώβ","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-7691","5b","25","Ἰάσων","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-8047","5b","1","Ἰεσσαῖος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-8080","5b","4","῾Ιλαριανός","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-8098","5b","1","Ἰούδας","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-8099","5b","2","Ἰούδας","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-8100","5b","3","Ἰούδας","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-8101","5b","4","Ἰούδας","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-8102","5b","5","Ἰούδας","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-8103","5b","6","Ἰούδας","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-8104","5b","7","Ἰούδας","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-8105","5b","8","Ἰούδας","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-8106","5b","9","Ἰούδας","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-8107","5b","10","Ἰούδας","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-8109","5b","12","Ἰούδας","ii-iii AD","1","200","300","Jew","LGPN_50340","Caria","Iasos","","0","0"
"V5b-8252","5b","1","Ἰωσῆς","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-8253","5b","2","Ἰωσῆς","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-8254","5b","1","Ἰωσήφ","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-8255","5b","2","Ἰωσήφ","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-8256","5b","3","Ἰωσήφ","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-8257","5b","1","Ἰωσούας","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-8258","5b","1","Ἰώφ","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-8294","5b","1","Καλλίκαρπος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-8784","5b","1","Κύριλλος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-8882","5b","4","Λεόντιος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-8883","5b","3","Λεόντιος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-9148","5b","1","Μανασσῆς","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-9622","5b","137","Μένανδρος","i BC-i AD","1","-100","100","Jew","LGPN_50660","Caria","Mastaura","","0","0"
"V5b-10420","5b","8","Μίλων","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-10606","5b","1","Μυρτίλος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-11084","5b","1","Ὀξυχόλιος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-11085","5b","2","Ὀξυχόλιος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-11086","5b","3","Ὀξυχόλιος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-11221","5b","1","Παλατῖνος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-11385","5b","69","Παπιας","ii-iii AD","1","200","300","Jew","LGPN_50340","Caria","Iasos","","0","0"
"V5b-11454","5b","1","Παρηγόριος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-11518","5b","1","Παῦλος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-11785","5b","2","Πολιτιανός","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-11943","5b","2","Πραΰλιος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-12177","5b","1","Ῥουβήν","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-12181","5b","1","Ῥοῦφος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-12195","5b","1","Σαβάθιος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-12198","5b","2","Σαββάτιος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-12234","5b","1","Σαμουήλ","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-12235","5b","2","Σαμουήλ","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-12236","5b","3","Σαμουήλ","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-12237","5b","4","Σαμουήλ","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-12331","5b","2","Σεουῆρος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-12333","5b","1","Σεραπίων","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-12560","5b","1","Συμεών","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-13235","5b","1","Φίλανθος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-13540","5b","1","Χαρῖνος","v-vi AD","1","500","600","Jew","LGPN_50476","Caria","Aphrodisias","","0","0"
"V5b-29101","5b","3","Ἰακώβ","vi AD","1","500","600","Jew","LGPN_51824","Cilicia Pedias","Tarsos-Antiocheia","","0","0"
"V5b-29126","5b","13","Ἰούδας","iv-v AD","1","400","500","Jew","LGPN_51824","Cilicia Pedias","Tarsos-Antiocheia","","0","0"
"V5b-29200","5b","1","Ἰσαάκις","iii-iv AD","1","300","400","Jew","LGPN_51824","Cilicia Pedias","Tarsos-Antiocheia","","0","0"
"V5b-29246","5b","3","Ἰωσῆς","iv-v AD","1","400","500","Jew","LGPN_51824","Cilicia Pedias","Tarsos-Antiocheia","","0","0"
"V5b-29922","5b","49","Νικίας","vi AD","1","500","600","Jew","LGPN_51824","Cilicia Pedias","Tarsos-Antiocheia","","0","0"
"V5b-30032","5b","2","Παλλάδιος","vi AD","1","500","600","Jew","LGPN_51824","Cilicia Pedias","Tarsos-Antiocheia","","0","0"
"V5b-30142","5b","3","Πρόκλα","ii-iv AD","2","200","400","Jew","LGPN_51796","Cilicia Pedias","Aigeai","","0","0"
"V5b-31134","5b","154","Ἀλέξανδρος","ii-iii AD","1","200","300","Jew","LGPN_51990","Cilicia Tracheia","Anemourion","","0","0"
"V5b-31138","5b","162","Ἀλέξανδρος","iv AD","1","300","400","Jew","LGPN_52074","Cilicia Tracheia","Seleukeia","","0","0"
"V5b-31147","5b","9","Ἀλεξᾶς","byz.","1","311","999","Jew","LGPN_52044","Cilicia Tracheia","Korykos","","0","0"
"V5b-31177","5b","17","Ἀναστάσιος","byz.","1","311","999","Jew","LGPN_52044","Cilicia Tracheia","Korykos","","0","0"
"V5b-31377","5b","2","Αὐξέντιος","byz.","1","311","999","Jew","LGPN_52044","Cilicia Tracheia","Korykos","","0","0"
"V5b-31560","5b","7","Δαμιανός","byz.","1","311","999","Jew","LGPN_52044","Cilicia Tracheia","Korykos","","0","0"
"V5b-31598","5b","224","Διογένης","Fiii AD","1","201","250","Jew","LGPN_52070","Cilicia Tracheia","Diokaisareia","","0","0"
"V5b-31603","5b","229","Διογένης","byz.","1","311","999","Jew","LGPN_52044","Cilicia Tracheia","Korykos","","0","0"
"V5b-31937","5b","2","Εὐσαμβάτιος","iii-iv AD","1","300","400","Jew","LGPN_52044","Cilicia Tracheia","Korykos","","0","0"
"V5b-32045","5b","48","Ζωΐλος","Fiii AD","1","201","250","Jew","LGPN_52070","Cilicia Tracheia","Diokaisareia","","0","0"
"V5b-32144","5b","76","Θεόδοτος","iv AD","1","300","400","Jew","LGPN_52074","Cilicia Tracheia","Seleukeia","","0","0"
"V5b-32152","5b","72","Θεόδοτος","byz.","1","311","999","Jew","LGPN_52044","Cilicia Tracheia","Korykos","","0","0"
"V5b-32177","5b","205","Θεόδωρος","iv-v AD","1","400","500","Jew","LGPN_52074","Cilicia Tracheia","Seleukeia","","0","0"
"V5b-32178","5b","204","Θεόδωρος","iv-v AD","1","400","500","Jew","LGPN_52074","Cilicia Tracheia","Seleukeia","","0","0"
"V5b-32179","5b","206","Θεόδωρος","iv-v AD","1","400","500","Jew","LGPN_52074","Cilicia Tracheia","Seleukeia","","0","0"
"V5b-32235","5b","1","Θευδίων","ii AD","1","100","200","Jew","LGPN_52084","Cilicia Tracheia","Selinous-Traianopolis","","0","0"
"V5b-32273","5b","2","Ἰακω","byz.","1","311","999","Jew","LGPN_52044","Cilicia Tracheia","Korykos","","0","0"
